user_id,created_at,category,amount
user_1,2024-02-05 11:10:54,Loans,-482.16
user_1,2024-02-22 10:28:20,Payments by details,-335.89
user_1,2024-02-02 15:30:00,Flowers,-35.38
user_1,2024-02-22 07:34:28,Box,-241.57
user_1,2024-02-13 03:10:43,Cafe,-115.93
user_1,2024-03-11 07:45:59,Shopping,-305.53
user_1,2024-03-14 05:58:07,Cinema,-198.72
user_1,2024-03-15 20:01:03,Withdrawal,-321.37
user_1,2024-03-02 21:14:07,Subscriptions,-349.03
user_1,2024-03-19 10:58:18,Flat Bills,-148.07
user_1,2024-03-15 08:29:11,Medicine,-92.77
user_1,2024-03-15 12:31:26,Charity,-433.37
user_1,2024-03-13 22:05:25,Phone Bills,-91.94
user_1,2024-03-10 08:13:51,Rent,-35.87
user_1,2024-03-05 06:09:54,Other,-117.43
user_1,2024-03-21 22:43:25,Taxes,-392.2
user_1,2024-03-10 04:44:15,Taxi,-216.45
user_1,2024-03-29 01:24:02,Entertainment,-404.33
user_1,2024-03-17 16:07:14,Pets,-493.35
user_1,2024-03-13 02:24:58,Sport,-315.54
user_1,2024-03-20 06:39:34,Gas,-349.57
user_1,2024-03-29 10:17:39,Income,314.62
user_1,2024-03-10 13:16:59,Car,-231.88
user_1,2024-03-27 14:06:18,Transfer,-140.71
user_1,2024-03-03 10:18:27,Services,-49.93
user_1,2024-03-26 15:20:40,Supermarkets,-394.51
user_1,2024-03-18 23:17:42,Savings,-483.28
user_1,2024-03-09 16:27:57,Present,-469.28
user_1,2024-03-17 13:01:05,Loans,-115.0
user_1,2024-03-27 14:22:33,Payments by details,-159.62
user_1,2024-03-21 11:28:23,Flowers,-120.26
user_1,2024-03-25 19:00:27,Box,-469.93
user_1,2024-03-15 21:32:48,Cafe,-109.91
user_1,2024-04-14 06:59:07,Shopping,-135.75
user_1,2024-04-04 11:16:28,Cinema,-459.91
user_1,2024-04-24 14:41:51,Withdrawal,-302.16
user_1,2024-04-29 07:02:22,Subscriptions,-147.83
user_1,2024-04-04 02:58:25,Flat Bills,-88.26
user_1,2024-04-26 01:45:38,Medicine,-270.73
user_1,2024-04-24 11:25:02,Charity,-414.66
user_1,2024-04-08 14:42:58,Phone Bills,-224.48
user_1,2024-04-21 18:18:36,Rent,-474.68
user_1,2024-04-09 07:37:46,Other,-111.11
user_1,2024-04-04 04:08:04,Taxes,-74.97
user_1,2024-04-27 22:27:09,Taxi,-467.18
user_1,2024-04-29 09:13:01,Entertainment,-356.22
user_1,2024-04-27 17:03:42,Pets,-136.3
user_1,2024-04-27 01:03:45,Sport,-408.4
user_1,2024-04-09 22:11:04,Gas,-15.82
user_1,2024-04-22 14:47:34,Income,106.53
user_1,2024-04-10 11:31:47,Car,-459.74
user_1,2024-04-28 05:37:36,Transfer,-128.4
user_1,2024-04-20 15:58:16,Services,-406.46
user_1,2024-04-22 04:33:29,Supermarkets,-335.03
user_1,2024-04-20 01:41:43,Savings,-395.93
user_1,2024-04-23 05:45:19,Present,-368.33
user_1,2024-04-29 14:08:26,Loans,-490.79
user_1,2024-04-11 09:28:12,Payments by details,-155.73
user_1,2024-04-07 00:19:05,Flowers,-187.42
user_1,2024-04-13 11:16:47,Box,-278.21
user_1,2024-04-08 06:31:15,Cafe,-97.83
user_1,2024-05-13 09:11:16,Shopping,-243.99
user_1,2024-05-11 22:49:18,Cinema,-287.62
user_1,2024-05-05 07:16:05,Withdrawal,-57.38
user_1,2024-05-24 13:58:20,Subscriptions,-430.16
user_1,2024-05-22 01:30:08,Flat Bills,-330.49
user_1,2024-05-26 00:42:24,Medicine,-209.0
user_1,2024-05-21 14:27:04,Charity,-408.32
user_1,2024-05-25 09:29:01,Phone Bills,-87.81
user_1,2024-05-20 22:02:26,Rent,-67.72
user_1,2024-05-14 09:33:47,Other,-489.07
user_1,2024-05-22 11:38:25,Taxes,-155.39
user_1,2024-05-15 18:23:00,Taxi,-84.54
user_1,2024-05-28 23:03:02,Entertainment,-125.63
user_1,2024-05-27 05:51:01,Pets,-395.5
user_1,2024-05-25 19:33:35,Sport,-443.5
user_1,2024-05-14 11:40:12,Gas,-124.54
user_1,2024-05-22 15:32:01,Income,105.36
user_1,2024-05-03 16:56:00,Car,-153.61
user_1,2024-05-12 21:52:23,Transfer,-92.93
user_1,2024-05-19 21:48:22,Services,-140.5
user_1,2024-05-20 18:59:28,Supermarkets,-80.87
user_1,2024-05-06 11:21:18,Savings,-290.76
user_1,2024-05-21 15:08:28,Present,-290.12
user_1,2024-05-07 02:40:42,Loans,-236.28
user_1,2024-05-17 11:41:26,Payments by details,-81.32
user_1,2024-05-15 22:56:14,Flowers,-32.9
user_1,2024-05-22 15:25:30,Box,-55.81
user_1,2024-05-22 15:18:59,Cafe,-321.68
user_1,2024-06-24 18:31:52,Shopping,-287.05
user_1,2024-06-28 07:39:40,Cinema,-159.09
user_1,2024-06-14 16:35:14,Withdrawal,-58.83
user_1,2024-06-12 13:39:18,Subscriptions,-438.65
user_1,2024-06-11 13:22:52,Flat Bills,-495.36
user_1,2024-06-21 11:55:09,Medicine,-268.23
user_1,2024-06-22 21:39:23,Charity,-298.61
user_1,2024-06-13 17:28:11,Phone Bills,-12.41
user_1,2024-06-14 16:00:47,Rent,-318.11
user_1,2024-06-18 10:05:38,Other,-155.52
user_1,2024-06-09 11:48:35,Taxes,-70.02
user_1,2024-06-13 16:54:17,Taxi,-35.49
user_1,2024-06-23 06:20:07,Entertainment,-11.24
user_1,2024-06-20 06:12:07,Pets,-347.02
user_1,2024-06-10 06:50:14,Sport,-157.22
user_1,2024-06-04 08:49:55,Gas,-112.69
user_1,2024-06-03 01:07:55,Income,139.73
user_1,2024-06-23 11:50:11,Car,-238.3
user_1,2024-06-10 19:17:25,Transfer,-66.6
user_1,2024-06-06 18:15:49,Services,-393.76
user_1,2024-06-05 01:58:26,Supermarkets,-419.24
user_1,2024-06-23 11:44:56,Savings,-175.01
user_1,2024-06-20 08:11:42,Present,-148.28
user_1,2024-06-21 17:01:48,Loans,-296.08
user_1,2024-06-11 17:37:04,Payments by details,-458.92
user_1,2024-06-12 04:41:13,Flowers,-313.54
user_1,2024-06-26 02:29:33,Box,-440.39
user_1,2024-06-18 17:04:06,Cafe,-133.6
user_1,2024-07-12 10:44:08,Shopping,-115.5
user_1,2024-07-02 11:28:04,Cinema,-72.26
user_1,2024-07-29 04:22:59,Withdrawal,-106.18
user_1,2024-07-19 16:09:26,Subscriptions,-29.27
user_1,2024-07-21 09:01:50,Flat Bills,-70.14
user_1,2024-07-02 13:16:19,Medicine,-38.06
user_1,2024-07-18 14:01:40,Charity,-162.63
user_1,2024-07-04 11:22:09,Phone Bills,-157.25
user_1,2024-07-27 14:38:24,Rent,-81.97
user_1,2024-07-27 17:00:04,Other,-29.69
user_1,2024-07-02 15:48:44,Taxes,-352.86
user_1,2024-07-27 03:25:15,Taxi,-272.12
user_1,2024-07-28 04:56:50,Entertainment,-333.88
user_1,2024-07-09 23:33:44,Pets,-360.23
user_1,2024-07-18 09:33:42,Sport,-311.53
user_1,2024-07-12 06:27:30,Gas,-279.16
user_1,2024-07-27 02:35:59,Income,292.58
user_1,2024-07-17 01:14:38,Car,-263.17
user_1,2024-07-14 18:11:46,Transfer,-217.68
user_1,2024-07-04 10:03:06,Services,-447.95
user_1,2024-07-17 16:35:25,Supermarkets,-28.65
user_1,2024-07-13 09:22:18,Savings,-11.97
user_1,2024-07-06 02:47:52,Present,-448.71
user_1,2024-07-07 05:55:21,Loans,-128.96
user_1,2024-07-12 03:46:21,Payments by details,-351.95
user_1,2024-07-24 04:36:10,Flowers,-386.73
user_1,2024-07-08 08:59:45,Box,-139.03
user_1,2024-07-21 22:47:55,Cafe,-241.15
user_1,2024-08-29 12:14:08,Shopping,-341.62
user_1,2024-08-06 11:31:40,Cinema,-168.52
user_1,2024-08-27 10:37:14,Withdrawal,-443.18
user_1,2024-08-17 23:45:12,Subscriptions,-36.42
user_1,2024-08-28 20:29:59,Flat Bills,-148.28
user_1,2024-08-22 04:36:28,Medicine,-326.29
user_1,2024-08-28 01:54:54,Charity,-309.17
user_1,2024-08-18 08:44:41,Phone Bills,-456.04
user_1,2024-08-26 02:53:34,Rent,-188.11
user_1,2024-08-20 01:40:36,Other,-454.01
user_1,2024-08-21 15:11:45,Taxes,-483.99
user_1,2024-08-08 14:27:50,Taxi,-325.35
user_1,2024-08-22 02:05:06,Entertainment,-38.07
user_1,2024-08-05 10:50:43,Pets,-223.28
user_1,2024-08-08 13:28:23,Sport,-375.58
user_1,2024-08-27 02:14:32,Gas,-169.78
user_1,2024-08-08 15:58:00,Income,495.39
user_1,2024-08-12 05:19:12,Car,-92.99
user_1,2024-08-21 12:23:16,Transfer,-343.68
user_1,2024-08-04 08:09:03,Services,-129.76
user_1,2024-08-15 20:59:01,Supermarkets,-87.75
user_1,2024-08-24 18:04:58,Savings,-404.4
user_1,2024-08-28 00:42:53,Present,-180.72
user_1,2024-08-04 12:38:01,Loans,-419.21
user_1,2024-08-17 11:51:50,Payments by details,-297.42
user_1,2024-08-21 13:14:33,Flowers,-400.65
user_1,2024-08-05 16:06:23,Box,-463.24
user_1,2024-08-04 15:19:00,Cafe,-228.27
user_1,2024-09-23 16:05:18,Shopping,-34.33
user_1,2024-09-19 15:45:46,Cinema,-402.05
user_1,2024-09-13 11:24:06,Withdrawal,-478.29
user_1,2024-09-24 22:53:54,Subscriptions,-77.93
user_1,2024-09-14 06:14:24,Flat Bills,-273.13
user_1,2024-09-10 14:06:30,Medicine,-350.52
user_1,2024-09-13 14:46:27,Charity,-437.31
user_1,2024-09-05 19:35:23,Phone Bills,-397.6
user_1,2024-09-23 14:59:13,Rent,-214.22
user_1,2024-09-05 17:00:04,Other,-432.14
user_1,2024-09-25 16:26:19,Taxes,-389.35
user_1,2024-09-17 02:40:23,Taxi,-161.72
user_1,2024-09-13 04:45:56,Entertainment,-389.51
user_1,2024-09-29 00:09:07,Pets,-278.97
user_1,2024-09-10 07:37:58,Sport,-393.86
user_1,2024-09-24 23:03:37,Gas,-228.26
user_1,2024-09-19 03:17:14,Income,143.64
user_1,2024-09-13 03:27:59,Car,-276.17
user_1,2024-09-11 10:17:13,Transfer,-113.42
user_1,2024-09-13 17:25:06,Services,-426.97
user_1,2024-09-26 09:27:50,Supermarkets,-63.63
user_1,2024-09-03 00:37:43,Savings,-98.51
user_1,2024-09-19 05:33:36,Present,-152.69
user_1,2024-09-10 21:04:00,Loans,-19.72
user_1,2024-09-05 14:31:19,Payments by details,-461.07
user_1,2024-09-09 04:04:32,Flowers,-477.1
user_1,2024-09-09 14:56:43,Box,-164.18
user_1,2024-09-07 03:02:52,Cafe,-167.42
user_1,2024-10-22 14:11:37,Shopping,-325.05
user_1,2024-10-28 13:44:43,Cinema,-86.64
user_1,2024-10-14 13:58:47,Withdrawal,-430.34
user_1,2024-10-24 04:15:31,Subscriptions,-489.62
user_1,2024-10-09 13:22:26,Flat Bills,-30.91
user_1,2024-10-23 10:24:28,Medicine,-315.52
user_1,2024-10-27 04:52:53,Charity,-208.34
user_1,2024-10-19 16:37:59,Phone Bills,-192.94
user_1,2024-10-26 12:56:24,Rent,-404.47
user_1,2024-10-26 05:04:43,Other,-129.67
user_1,2024-10-03 14:43:11,Taxes,-281.83
user_1,2024-10-02 09:48:48,Taxi,-113.62
user_1,2024-10-20 16:17:45,Entertainment,-163.43
user_1,2024-10-19 21:23:00,Pets,-43.07
user_1,2024-10-08 02:25:59,Sport,-374.15
user_1,2024-10-26 00:03:51,Gas,-105.22
user_1,2024-10-05 14:43:23,Income,236.22
user_1,2024-10-11 00:05:32,Car,-324.95
user_1,2024-10-21 22:36:22,Transfer,-349.28
user_1,2024-10-16 12:32:47,Services,-476.88
user_1,2024-10-07 21:01:53,Supermarkets,-384.76
user_1,2024-10-05 04:36:48,Savings,-83.32
user_1,2024-10-26 20:27:04,Present,-327.39
user_1,2024-10-05 11:35:45,Loans,-276.13
user_1,2024-10-12 12:24:20,Payments by details,-341.04
user_1,2024-10-18 11:23:44,Flowers,-138.64
user_1,2024-10-21 16:14:03,Box,-182.9
user_1,2024-10-08 19:30:08,Cafe,-318.85
user_1,2024-11-27 03:54:27,Shopping,-318.97
user_1,2024-11-17 11:15:33,Cinema,-354.48
user_1,2024-11-14 18:18:59,Withdrawal,-238.43
user_1,2024-11-27 02:07:29,Subscriptions,-117.62
user_1,2024-11-10 04:00:20,Flat Bills,-237.97
user_1,2024-11-12 03:04:09,Medicine,-54.46
user_1,2024-11-12 00:38:44,Charity,-284.31
user_1,2024-11-07 20:56:26,Phone Bills,-454.98
user_1,2024-11-26 21:05:01,Rent,-249.52
user_1,2024-11-06 10:04:27,Other,-458.13
user_1,2024-11-22 17:44:45,Taxes,-186.91
user_1,2024-11-11 18:34:20,Taxi,-161.81
user_1,2024-11-25 14:18:30,Entertainment,-242.41
user_1,2024-11-17 20:03:18,Pets,-364.72
user_1,2024-11-29 14:33:16,Sport,-293.43
user_1,2024-11-26 11:12:54,Gas,-473.09
user_1,2024-11-23 21:40:46,Income,285.79
user_1,2024-11-23 09:52:07,Car,-373.87
user_1,2024-11-09 21:42:48,Transfer,-478.92
user_1,2024-11-06 09:09:21,Services,-470.84
user_1,2024-11-23 20:36:15,Supermarkets,-339.87
user_1,2024-11-04 20:24:00,Savings,-141.69
user_1,2024-11-26 03:35:50,Present,-328.14
user_1,2024-11-10 20:07:20,Loans,-124.05
user_1,2024-11-10 03:32:58,Payments by details,-280.73
user_1,2024-11-20 10:22:24,Flowers,-483.51
user_1,2024-11-06 18:31:31,Box,-47.19
user_1,2024-11-29 09:00:09,Cafe,-87.84
user_1,2024-12-07 10:30:24,Shopping,-452.29
user_1,2024-12-03 07:03:29,Cinema,-331.79
user_1,2024-12-27 17:13:22,Withdrawal,-335.55
user_1,2024-12-06 03:21:52,Subscriptions,-20.73
user_1,2024-12-18 18:30:22,Flat Bills,-174.53
user_1,2024-12-06 19:15:30,Medicine,-413.04
user_1,2024-12-16 17:46:22,Charity,-152.84
user_1,2024-12-26 19:12:54,Phone Bills,-54.76
user_1,2024-12-28 20:20:14,Rent,-369.11
user_1,2024-12-12 00:52:54,Other,-24.2
user_1,2024-12-29 02:54:55,Taxes,-22.2
user_1,2024-12-23 12:06:09,Taxi,-300.41
user_1,2024-12-04 02:59:25,Entertainment,-330.74
user_1,2024-12-13 01:21:26,Pets,-297.35
user_1,2024-12-03 14:36:35,Sport,-241.27
user_1,2024-12-23 22:09:37,Gas,-252.26
user_1,2024-12-12 01:27:00,Income,374.84
user_1,2024-12-19 17:46:59,Car,-297.99
user_1,2024-12-04 02:20:51,Transfer,-65.2
user_1,2024-12-06 07:56:22,Services,-202.5
user_1,2024-12-29 11:40:33,Supermarkets,-51.73
user_1,2024-12-11 14:41:37,Savings,-197.84
user_1,2024-12-18 19:03:42,Present,-348.64
user_1,2024-12-14 14:54:14,Loans,-372.02
user_1,2024-12-10 11:14:20,Payments by details,-239.5
user_1,2024-12-12 20:21:40,Flowers,-415.55
user_1,2024-12-21 06:09:27,Box,-132.09
user_1,2024-12-12 06:43:13,Cafe,-27.62
user_2,2024-01-03 03:21:25,Shopping,-12.45
user_2,2024-01-21 17:09:23,Cinema,-319.96
user_2,2024-01-21 00:37:30,Withdrawal,-409.6
user_2,2024-01-04 23:21:26,Subscriptions,-219.55
user_2,2024-01-24 05:38:14,Flat Bills,-74.41
user_2,2024-01-15 00:05:23,Medicine,-200.48
user_2,2024-01-29 17:53:58,Charity,-328.25
user_2,2024-01-23 20:52:31,Phone Bills,-463.43
user_2,2024-01-20 05:50:19,Rent,-32.52
user_2,2024-01-18 19:08:54,Other,-273.97
user_2,2024-01-16 12:19:21,Taxes,-197.53
user_2,2024-01-09 19:15:10,Taxi,-149.94
user_2,2024-01-27 21:39:09,Entertainment,-297.46
user_2,2024-01-14 12:20:55,Pets,-274.4
user_2,2024-01-14 08:02:25,Sport,-321.0
user_2,2024-01-07 17:40:47,Gas,-396.14
user_2,2024-01-13 15:10:00,Income,440.49
user_2,2024-01-27 03:18:16,Car,-420.38
user_2,2024-01-04 07:37:20,Transfer,-307.41
user_2,2024-01-21 07:25:48,Services,-180.59
user_2,2024-01-16 20:10:39,Supermarkets,-146.82
user_2,2024-01-21 18:58:15,Savings,-238.52
user_2,2024-01-07 08:51:44,Present,-275.98
user_2,2024-01-03 05:48:40,Loans,-325.34
user_2,2024-01-06 20:19:19,Payments by details,-333.51
user_2,2024-01-05 10:11:59,Flowers,-477.59
user_2,2024-01-03 17:02:50,Box,-36.9
user_2,2024-01-12 17:57:08,Cafe,-319.02
user_2,2024-02-20 17:41:27,Shopping,-235.58
user_2,2024-02-14 03:52:26,Cinema,-178.86
user_2,2024-02-04 00:23:42,Withdrawal,-367.03
user_2,2024-02-06 16:35:45,Subscriptions,-336.0
user_2,2024-02-07 01:40:55,Flat Bills,-221.6
user_2,2024-02-14 16:27:08,Medicine,-407.72
user_2,2024-02-28 09:03:38,Charity,-266.25
user_2,2024-02-08 20:28:28,Phone Bills,-272.77
user_2,2024-02-17 04:14:19,Rent,-396.25
user_2,2024-02-25 12:45:22,Other,-304.46
user_2,2024-02-02 09:40:25,Taxes,-424.73
user_2,2024-02-24 15:26:11,Taxi,-325.52
user_2,2024-02-06 09:35:21,Entertainment,-231.51
user_2,2024-02-27 11:11:59,Pets,-264.84
user_2,2024-02-11 19:40:35,Sport,-356.22
user_2,2024-02-21 23:23:26,Gas,-370.88
user_2,2024-02-18 19:10:04,Income,45.98
user_2,2024-02-11 04:43:20,Car,-463.5
user_2,2024-02-29 02:26:43,Transfer,-378.89
user_2,2024-02-26 10:48:06,Services,-176.4
user_2,2024-02-27 14:27:36,Supermarkets,-445.59
user_2,2024-02-16 23:14:43,Savings,-90.02
user_2,2024-02-29 04:25:45,Present,-192.62
user_2,2024-02-04 22:25:17,Loans,-68.47
user_2,2024-02-23 10:19:57,Payments by details,-218.61
user_2,2024-02-18 09:50:26,Flowers,-267.21
user_2,2024-02-14 21:05:44,Box,-94.29
user_2,2024-02-28 04:17:23,Cafe,-229.36
user_2,2024-03-19 14:03:34,Shopping,-170.15
user_2,2024-03-16 18:15:19,Cinema,-336.79
user_2,2024-03-09 18:30:43,Withdrawal,-200.45
user_2,2024-03-10 06:30:38,Subscriptions,-473.06
user_2,2024-03-26 23:48:23,Flat Bills,-355.31
user_2,2024-03-26 17:27:24,Medicine,-319.29
user_2,2024-03-02 13:55:57,Charity,-464.2
user_2,2024-03-15 19:17:21,Phone Bills,-158.53
user_2,2024-03-23 14:00:17,Rent,-370.0
user_2,2024-03-14 08:57:40,Other,-72.34
user_2,2024-03-18 08:15:21,Taxes,-282.3
user_2,2024-03-25 04:05:44,Taxi,-400.19
user_2,2024-03-09 10:25:28,Entertainment,-55.35
user_2,2024-03-08 13:48:39,Pets,-21.05
user_2,2024-03-17 07:18:49,Sport,-268.24
user_2,2024-03-03 16:21:12,Gas,-495.98
user_2,2024-03-11 11:17:30,Income,74.5
user_2,2024-03-26 07:00:10,Car,-26.39
user_2,2024-03-26 05:15:00,Transfer,-240.73
user_2,2024-03-12 14:23:34,Services,-253.74
user_2,2024-03-25 23:08:24,Supermarkets,-280.77
user_2,2024-03-10 22:40:07,Savings,-33.52
user_2,2024-03-13 08:26:13,Present,-410.98
user_2,2024-03-04 00:15:32,Loans,-401.25
user_2,2024-03-07 19:54:37,Payments by details,-240.24
user_2,2024-03-06 21:02:13,Flowers,-80.87
user_2,2024-03-24 18:32:51,Box,-105.7
user_2,2024-03-10 14:33:00,Cafe,-264.34
user_2,2024-04-28 23:17:25,Shopping,-56.5
user_2,2024-04-28 07:25:01,Cinema,-417.06
user_2,2024-04-15 22:02:26,Withdrawal,-257.9
user_2,2024-04-20 12:16:18,Subscriptions,-364.08
user_2,2024-04-20 10:59:27,Flat Bills,-335.6
user_2,2024-04-11 15:09:02,Medicine,-279.67
user_2,2024-04-24 13:22:39,Charity,-252.63
user_2,2024-04-02 18:01:35,Phone Bills,-408.11
user_2,2024-04-10 15:42:05,Rent,-93.95
user_2,2024-04-21 08:07:39,Other,-191.61
user_2,2024-04-12 17:41:30,Taxes,-329.27
user_2,2024-04-20 19:39:39,Taxi,-298.87
user_2,2024-04-06 02:15:28,Entertainment,-409.76
user_2,2024-04-11 08:45:41,Pets,-201.05
user_2,2024-04-27 06:17:34,Sport,-408.77
user_2,2024-04-29 15:01:47,Gas,-104.99
user_2,2024-04-19 17:32:32,Income,455.47
user_2,2024-04-16 18:01:46,Car,-277.64
user_2,2024-04-12 05:56:42,Transfer,-17.11
user_2,2024-04-09 10:41:39,Services,-210.05
user_2,2024-04-22 12:05:39,Supermarkets,-115.21
user_2,2024-04-26 00:45:06,Savings,-164.32
user_2,2024-04-23 05:20:16,Present,-191.72
user_2,2024-04-07 23:46:11,Loans,-281.89
user_2,2024-04-22 03:35:48,Payments by details,-172.52
user_2,2024-04-06 01:03:59,Flowers,-255.16
user_2,2024-04-12 20:59:58,Box,-249.7
user_2,2024-04-19 17:44:44,Cafe,-128.0
user_2,2024-05-27 06:50:54,Shopping,-279.87
user_2,2024-05-26 17:24:27,Cinema,-218.56
user_2,2024-05-25 22:20:03,Withdrawal,-471.13
user_2,2024-05-11 12:58:28,Subscriptions,-429.71
user_2,2024-05-07 18:56:46,Flat Bills,-341.56
user_2,2024-05-07 17:19:58,Medicine,-447.76
user_2,2024-05-23 15:12:21,Charity,-343.4
user_2,2024-05-07 19:12:19,Phone Bills,-125.22
user_2,2024-05-05 06:12:06,Rent,-450.87
user_2,2024-05-28 19:26:07,Other,-344.76
user_2,2024-05-06 00:35:17,Taxes,-207.66
user_2,2024-05-07 17:54:50,Taxi,-52.2
user_2,2024-05-04 23:36:26,Entertainment,-173.57
user_2,2024-05-19 21:58:05,Pets,-490.51
user_2,2024-05-09 02:07:06,Sport,-233.48
user_2,2024-05-16 17:00:00,Gas,-393.07
user_2,2024-05-03 07:09:56,Income,28.07
user_2,2024-05-14 12:31:35,Car,-317.43
user_2,2024-05-22 13:56:22,Transfer,-96.89
user_2,2024-05-18 11:10:11,Services,-258.33
user_2,2024-05-29 09:41:23,Supermarkets,-41.89
user_2,2024-05-09 01:50:11,Savings,-375.62
user_2,2024-05-19 18:08:49,Present,-45.46
user_2,2024-05-23 01:10:04,Loans,-280.6
user_2,2024-05-23 04:34:33,Payments by details,-43.83
user_2,2024-05-17 05:11:21,Flowers,-299.82
user_2,2024-05-12 02:05:49,Box,-140.08
user_2,2024-05-08 18:22:39,Cafe,-367.55
user_2,2024-06-25 17:14:43,Shopping,-180.11
user_2,2024-06-22 00:27:22,Cinema,-297.77
user_2,2024-06-18 20:09:05,Withdrawal,-58.33
user_2,2024-06-24 09:28:09,Subscriptions,-435.9
user_2,2024-06-12 20:32:05,Flat Bills,-417.38
user_2,2024-06-05 05:30:58,Medicine,-127.81
user_2,2024-06-22 11:09:00,Charity,-116.28
user_2,2024-06-07 07:11:53,Phone Bills,-132.89
user_2,2024-06-17 00:52:14,Rent,-180.3
user_2,2024-06-08 19:56:18,Other,-436.56
user_2,2024-06-09 00:27:06,Taxes,-160.07
user_2,2024-06-20 04:25:28,Taxi,-209.89
user_2,2024-06-20 11:33:44,Entertainment,-370.38
user_2,2024-06-07 09:25:51,Pets,-52.53
user_2,2024-06-12 20:00:15,Sport,-221.69
user_2,2024-06-04 10:10:07,Gas,-183.93
user_2,2024-06-09 18:14:08,Income,456.94
user_2,2024-06-25 18:45:50,Car,-353.38
user_2,2024-06-10 09:15:00,Transfer,-206.09
user_2,2024-06-15 03:47:05,Services,-68.13
user_2,2024-06-15 05:40:09,Supermarkets,-326.95
user_2,2024-06-02 11:51:04,Savings,-446.87
user_2,2024-06-03 14:29:07,Present,-480.72
user_2,2024-06-19 22:17:13,Loans,-330.52
user_2,2024-06-27 23:12:48,Payments by details,-398.15
user_2,2024-06-05 08:18:15,Flowers,-340.01
user_2,2024-06-12 01:04:42,Box,-111.69
user_2,2024-06-08 22:40:00,Cafe,-136.75
user_2,2024-07-09 00:42:55,Shopping,-214.62
user_2,2024-07-28 19:42:51,Cinema,-422.9
user_2,2024-07-11 03:54:17,Withdrawal,-494.24
user_2,2024-07-02 08:58:37,Subscriptions,-54.32
user_2,2024-07-17 13:24:47,Flat Bills,-19.52
user_2,2024-07-25 08:58:05,Medicine,-183.79
user_2,2024-07-16 01:38:03,Charity,-262.13
user_2,2024-07-27 04:07:02,Phone Bills,-186.21
user_2,2024-07-18 11:38:35,Rent,-319.67
user_2,2024-07-17 22:29:55,Other,-76.06
user_2,2024-07-22 21:14:36,Taxes,-69.61
user_2,2024-07-28 12:07:48,Taxi,-157.03
user_2,2024-07-08 09:19:05,Entertainment,-108.58
user_2,2024-07-19 17:55:31,Pets,-29.1
user_2,2024-07-22 16:33:19,Sport,-283.53
user_2,2024-07-09 07:46:32,Gas,-224.1
user_2,2024-07-18 13:04:08,Income,190.57
user_2,2024-07-14 10:47:27,Car,-124.15
user_2,2024-07-25 04:17:57,Transfer,-441.94
