,sheet_id,category_id,year_month,total_spent,total_spent_in_sheet_last_month,total_spent_in_sheet_last_3_months,average_spent_in_sheet_last_6_months,sheet_spending_trend,total_spent_in_category_last_month,total_spent_in_category_last_3_months,average_spent_in_category_last_6_months,category_spending_trend,category_spent_percentage_last_month,category_spent_percentage_trend,most_frequent_spending_category_in_sheet,most_expensive_category_last_month_in_sheet,least_expensive_category_last_month_in_sheet
10,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-03-01,107,6939.0,10117.0,3393.1666666666665,0,0.0,0.0,0.0,0,0.0,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
11,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-03-01,116,6939.0,15467.0,3372.3333333333335,0,187.0,0.0,0.0,-1,0.026949128116443292,-1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
12,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-03-01,5476,6939.0,20817.0,4264.0,0,4939.0,0.0,0.0,1,0.7117740308401787,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
13,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-03-01,384,6939.0,20817.0,5155.666666666667,0,360.0,0.0,0.0,1,0.05188067444876784,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
14,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-04-01,222,6939.0,20817.0,6047.333333333333,1,116.0,560.0,0.0,1,0.016717106211269636,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
15,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-04-01,261,7634.0,21512.0,7054.833333333333,0,107.0,0.0,0.0,1,0.014016243122871365,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b
16,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-04-01,820,7634.0,22207.0,7170.666666666667,0,856.0,2618.0,0.0,-1,0.11212994498297092,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
17,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-04-01,453,7634.0,22902.0,7286.5,0,384.0,1053.0,0.0,1,0.05030128373067854,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
18,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-04-01,284,7634.0,22902.0,7402.333333333333,0,125.0,0.0,0.0,1,0.016374115797746922,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
19,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-04-01,5594,7634.0,22902.0,7518.166666666667,0,5476.0,0.0,0.0,1,0.7173172648676971,1,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b
20,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-05-01,5185,7634.0,22902.0,7634.0,-1,5594.0,16009.0,0.0,-1,0.7327744301807703,1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
21,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-05-01,330,7198.0,22466.0,7561.333333333333,0,284.0,1123.0,0.0,1,0.03945540427896638,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
22,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-05-01,534,7198.0,22030.0,7488.666666666667,0,453.0,1197.0,0.0,1,0.06293414837454848,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
23,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-05-01,171,7198.0,21594.0,7416.0,0,261.0,0.0,0.0,-1,0.036260072242289526,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
24,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-05-01,978,7198.0,21594.0,7343.333333333333,0,820.0,2593.0,0.0,1,0.11392053348152265,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
25,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-06-01,366,7198.0,21594.0,7270.666666666667,-1,171.0,539.0,0.0,1,0.023756599055293138,-1,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
26,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-06-01,968,6866.0,21262.0,7142.666666666667,0,978.0,2654.0,0.0,-1,0.14244101369064957,1,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
27,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-06-01,627,6866.0,20930.0,7087.333333333333,0,534.0,1371.0,0.0,1,0.07777454121759395,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
28,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-06-01,4361,6866.0,20598.0,7032.0,0,5185.0,16255.0,0.0,-1,0.755170404893679,1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
29,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-06-01,242,6866.0,20598.0,6976.666666666667,0,222.0,525.0,0.0,1,0.03233323623652782,1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
30,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-06-01,302,6866.0,20598.0,6921.333333333333,0,330.0,739.0,0.0,-1,0.048062918729973786,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
31,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-07-01,194,6866.0,20598.0,6866.0,1,302.0,916.0,0.0,-1,0.043984852898339644,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773
32,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-07-01,174,6906.0,20638.0,6872.666666666667,0,242.0,580.0,0.0,-1,0.03504199247031567,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
33,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-07-01,150,6906.0,20678.0,6879.333333333333,0,366.0,798.0,0.0,-1,0.052997393570807995,1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
34,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-07-01,359,6906.0,20718.0,6886.0,0,627.0,1614.0,444.5,-1,0.09079061685490877,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
35,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-07-01,905,6906.0,20718.0,6892.666666666667,0,968.0,2766.0,897.3333333333334,-1,0.14016796988126268,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
36,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-07-01,5124,6906.0,20718.0,6899.333333333333,0,4361.0,15140.0,0.0,1,0.6314798725745728,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773
37,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-08-01,4733,6906.0,20718.0,6906.0,1,5124.0,14670.0,5113.166666666667,-1,0.7419635099913119,1,3d921cc9-3c96-4a42-a84a-622177addb55,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773
38,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-08-01,617,7231.0,21043.0,6960.166666666667,0,359.0,1520.0,452.8333333333333,1,0.049647351680265524,-1,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
39,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-08-01,1029,7231.0,21368.0,7014.333333333333,0,905.0,2851.0,907.3333333333334,1,0.12515558014105932,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773
40,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-08-01,376,7231.0,21693.0,7068.5,0,150.0,687.0,0.0,1,0.020744018807910387,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
41,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-08-01,476,7231.0,21693.0,7122.666666666667,0,194.0,826.0,324.8333333333333,1,0.0268289309915641,-1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773
42,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-09-01,4129,7231.0,21693.0,7176.833333333333,-1,4733.0,14218.0,5078.833333333333,-1,0.6545429401189323,-1,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
43,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-09-01,556,6394.0,20856.0,7091.5,0,617.0,1603.0,495.6666666666667,-1,0.09649671567094151,1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
44,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-09-01,1044,6394.0,20019.0,6952.0,0,1029.0,2902.0,926.0,1,0.1609321238661245,1,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
45,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-09-01,238,6394.0,19182.0,6812.5,0,376.0,892.0,238.5,-1,0.058805129809196124,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
46,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-09-01,156,6394.0,19182.0,6673.0,0,476.0,972.0,285.1666666666667,-1,0.07444479199249296,1,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
47,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-09-01,271,6394.0,19182.0,6533.5,0,174.0,638.0,199.66666666666666,1,0.027213012198936504,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
48,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-10-01,5185,6394.0,19182.0,6394.0,1,4129.0,13986.0,4854.333333333333,1,0.6457616515483265,-1,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
49,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-10-01,1113,7195.0,19983.0,6527.5,0,1044.0,2978.0,957.3333333333334,1,0.14510076441973593,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
50,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-10-01,209,7195.0,20784.0,6661.0,0,271.0,687.0,202.0,-1,0.03766504517025712,1,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
51,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-10-01,280,7195.0,21585.0,6794.5,0,238.0,764.0,260.3333333333333,1,0.03307852675469076,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
52,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-10-01,408,7195.0,21585.0,6928.0,0,556.0,1532.0,524.3333333333334,-1,0.07727588603196664,-1,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
53,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-11-01,5904,7195.0,21585.0,7061.5,1,5185.0,14047.0,4786.166666666667,1,0.7206393328700487,1,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
54,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-11-01,144,7900.0,22290.0,7312.5,0,156.0,826.0,290.3333333333333,-1,0.019746835443037975,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
55,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-11-01,1159,7900.0,22995.0,7430.0,0,1113.0,3186.0,1006.1666666666666,1,0.14088607594936708,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
56,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-11-01,335,7900.0,23700.0,7547.5,0,408.0,1581.0,516.8333333333334,-1,0.051645569620253164,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
57,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-11-01,358,7900.0,23700.0,7665.0,0,280.0,894.0,263.5,1,0.035443037974683546,1,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
58,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-12-01,172,7900.0,23700.0,7782.5,-1,209.0,654.0,205.66666666666666,-1,0.026455696202531645,-1,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
59,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-12-01,4270,6627.0,22427.0,7687.833333333333,0,5904.0,15218.0,4906.0,-1,0.8909008601177003,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
60,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-12-01,960,6627.0,21154.0,7475.666666666667,0,1159.0,3316.0,1036.3333333333333,-1,0.17489059906443338,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
61,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-12-01,350,6627.0,19881.0,7263.5,0,358.0,876.0,294.6666666666667,-1,0.05402142749358684,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
62,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-12-01,655,6627.0,19881.0,7051.333333333333,0,335.0,1299.0,483.6666666666667,1,0.05055077712388713,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b
63,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-12-01,220,6627.0,19881.0,6839.166666666667,0,144.0,776.0,267.0,1,0.021729289271163424,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be
64,283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2025-01-01,163,6627.0,19881.0,6627.0,1,350.0,988.0,292.0,-1,0.052814244756299984,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773
65,283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2025-01-01,633,7298.0,20552.0,6738.833333333333,0,655.0,1398.0,488.3333333333333,-1,0.08975061660728967,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
66,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2025-01-01,292,7298.0,21223.0,6850.666666666667,0,172.0,652.0,215.0,1,0.023568100849547823,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
67,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2025-01-01,4952,7298.0,21894.0,6962.5,0,4270.0,15359.0,4890.833333333333,1,0.5850918059742395,-1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
68,283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2025-01-01,188,7298.0,21894.0,7074.333333333333,0,220.0,520.0,248.66666666666666,-1,0.030145245272677444,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
69,283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2025-01-01,1070,7298.0,21894.0,7186.166666666667,0,960.0,3232.0,1035.0,1,0.1315428884625925,-1,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
70,283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2025-02-01,209,7298.0,21894.0,7298.0,-1,292.0,673.0,226.66666666666666,-1,0.040010961907371884,1,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
71,283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2025-02-01,4202,6465.0,21061.0,7159.166666666667,0,4952.0,15126.0,4862.166666666667,-1,0.7659706109822119,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
